Date,AIG,BMY,C,CSCO,GE,HD,IBM,INTC,JNJ,KO,LLY,MRK,MSFT,ORCL,PFE,PG,T,VZ,WMT,XOM
2000-01-01,855.1551513671875,24.375520706176758,210.5906219482422,34.06867218017578,130.57046508789062,36.69172668457031,55.857765197753906,23.290494918823242,24.37134552001953,14.571351051330566,35.287105560302734,27.732894897460938,33.9586181640625,20.591184616088867,12.402619361877441,28.94704246520996,5.8077392578125,14.800881385803223,14.539740562438965,18.59136199951172
2000-01-08,890.7866821289062,24.007226943969727,226.19004821777344,34.6116828918457,130.30078125,35.78886795043945,58.87211990356445,29.27290153503418,23.661041259765625,14.646306991577148,33.92152404785156,27.432199478149414,34.20623779296875,21.275894165039062,13.301363945007324,29.071279525756836,5.568075656890869,14.263344764709473,13.690703392028809,18.331453323364258
2000-01-15,811.7132568359375,21.863317489624023,220.09649658203125,37.08537292480469,124.3682861328125,34.66935348510742,59.794883728027344,27.817230224609375,22.69818687438965,16.04047966003418,32.15251922607422,26.807695388793945,31.615989685058594,23.77820587158203,12.604836463928223,25.515024185180664,5.700647830963135,15.213172912597656,13.25291633605957,18.605045318603516
2000-01-22,796.58251953125,22.95760726928711,218.8778076171875,33.42512130737305,115.63121032714844,32.14138412475586,54.90425491333008,26.698856353759766,21.340715408325195,13.656905174255371,32.43186569213867,28.264867782592773,29.939950942993164,18.87317657470703,12.649767875671387,24.9932918548584,5.203501224517822,14.595786094665527,11.70077133178711,17.264394760131836
2000-01-29,786.8206176757812,23.113927841186523,213.5155029296875,38.97585678100586,122.15699005126953,35.31940841674805,56.90359115600586,29.752187728881836,20.740907669067383,13.491992950439453,32.214603424072266,27.779155731201172,32.47304916381836,23.031246185302734,12.851990699768066,23.607362747192383,5.568075656890869,14.833233833312988,11.952825546264648,17.702159881591797
2000-02-05,740.4507446289062,21.43901252746582,211.17568969726562,42.13332748413086,115.41546630859375,34.70547103881836,56.780513763427734,30.08074951171875,19.557052612304688,13.327088356018066,30.60077667236328,24.147747039794922,30.454200744628906,23.77820587158203,12.582369804382324,23.358217239379883,5.3609299659729,14.184187889099121,11.89976692199707,16.169979095458984
2000-02-12,698.4738159179688,21.34967041015625,201.1546630859375,40.48421096801758,107.9728012084961,31.057954788208008,55.423892974853516,29.93868637084961,19.627506256103516,12.322688102722168,29.17071533203125,22.944978713989258,28.96864128112793,23.33003044128418,12.222868919372559,23.33096694946289,5.070926189422607,13.139371871948242,10.13536548614502,16.508241653442383
2000-02-19,653.0806274414062,20.233074188232422,187.71176147460938,42.71657180786133,108.83574676513672,30.624591827392578,53.20695495605469,32.17610168457031,18.24932289123535,11.678069114685059,28.26693344116211,22.274198532104492,27.82587432861328,28.135461807250977,11.668219566345215,21.209260940551758,4.698063850402832,12.047067642211914,9.445524215698242,15.641556739807129
2000-02-26,682.3663940429688,18.401823043823242,208.9759979248047,44.22492980957031,120.26937866210938,31.491331100463867,53.20695495605469,33.88081359863281,18.62950897216797,12.022863388061523,28.92140769958496,21.279617309570312,29.29239845275879,29.87837028503418,11.75832462310791,22.034591674804688,6.040369033813477,14.01006031036377,11.170124053955078,16.659563064575195
2000-03-04,648.566162109375,18.7144718170166,191.62240600585938,43.88303756713867,113.63573455810547,30.91350746154785,51.852142333984375,34.14714431762695,17.96416664123535,10.913520812988281,30.51083755493164,22.147233963012695,30.777982711791992,32.51763916015625,12.614289283752441,13.392043113708496,5.568075656890869,14.516643524169922,10.175162315368652,16.955341339111328
2000-03-11,760.8929443359375,19.116458892822266,222.9076690673828,43.440582275390625,121.05696868896484,36.53828048706055,54.1922721862793,36.8995361328125,20.166128158569336,11.783004760742188,30.604331970214844,23.332448959350586,30.282779693603516,31.795570373535156,12.907121658325195,14.35751724243164,6.065228462219238,14.991552352905273,11.833434104919434,16.975969314575195
2000-03-18,840.9873046875,19.65243148803711,236.8394775390625,51.08290100097656,137.66307067871094,37.22495651245117,59.426734924316406,39.509849548339844,18.31267738342285,11.315587043762207,30.978309631347656,22.96061134338379,34.034820556640625,34.658912658691406,12.569239616394043,14.06164836883545,5.700647830963135,15.070697784423828,11.795193672180176,17.003480911254883
2000-03-25,855.6386108398438,20.411731719970703,234.15089416503906,49.75553894042969,134.6880340576172,37.2972526550293,58.31826400756836,37.48551559448242,17.805757522583008,11.300540924072266,31.227628707885742,23.10005760192871,32.3778190612793,31.09840202331543,13.177428245544434,14.139505386352539,5.584649085998535,15.482297897338867,12.007718086242676,17.16856575012207
2000-04-01,849.7778930664062,21.260360717773438,230.72901916503906,48.22710037231445,137.44674682617188,37.08041000366211,60.65838623046875,38.870567321777344,18.772085189819336,11.119966506958008,32.06908416748047,24.35498046875,27.140235900878906,34.708709716796875,13.988349914550781,15.805729866027832,6.1480841636657715,16.368812561035156,13.070348739624023,17.512489318847656
2000-04-08,842.9409790039062,22.729013442993164,226.81846618652344,36.683162689208984,126.14156341552734,34.83966827392578,51.72895812988281,31.394777297973633,18.58198356628418,11.315587043762207,33.627357482910156,23.634563446044922,22.58829689025879,24.898651123046875,13.672988891601562,15.696722030639648,5.692269325256348,15.577208518981934,11.688934326171875,17.333656311035156
2000-04-15,846.8478393554688,17.932153701782227,239.5279998779297,41.91211700439453,137.17626953125,33.899993896484375,51.23633575439453,32.77985382080078,20.68888282775879,11.902434349060059,37.772361755371094,25.935256958007812,24.0548152923584,28.210172653198242,14.956938743591309,17.17608070373535,5.500301361083984,15.35422420501709,12.260089874267578,17.3886775970459
2000-04-22,857.1036376953125,18.806352615356445,230.72901916503906,44.61709213256836,136.09442138671875,32.67121505737305,54.93123245239258,36.02941131591797,20.91067123413086,11.37578010559082,38.457984924316406,25.84232521057129,21.255096435546875,31.84534454345703,15.182194709777832,14.956335067749023,5.850851535797119,15.290513038635254,11.768630027770996,17.099788665771484
2000-04-29,871.7549438476562,18.963260650634766,233.52659606933594,43.601470947265625,136.74356079101562,30.82805824279785,53.14535903930664,35.05278015136719,21.29087257385254,11.330635070800781,39.76694107055664,25.74936294555664,21.674095153808594,30.600427627563477,16.083213806152344,15.237929344177246,5.74234676361084,13.74553108215332,10.905241012573242,17.608783721923828
2000-05-06,897.8829956054688,19.52363395690918,235.97706604003906,38.57362365722656,135.6617431640625,31.225608825683594,51.45184326171875,32.68138885498047,21.671052932739258,12.579565048217773,37.616539001464844,25.331045150756836,20.96940040588379,29.554702758789062,15.531341552734375,16.051462173461914,5.988567352294922,13.506622314453125,12.074130058288574,18.055889129638672
2000-05-13,909.3604736328125,20.46506690979004,238.91757202148438,34.39045333862305,134.6880340576172,29.816104888916016,52.50044250488281,33.498435974121094,22.494823455810547,12.052905082702637,37.99371337890625,26.934581756591797,19.82665252685547,27.911375045776367,15.95667552947998,16.286130905151367,5.700617790222168,13.411052703857422,12.127263069152832,18.09165382385254
2000-05-20,887.3828125,20.173675537109375,228.38075256347656,35.35580825805664,128.68385314941406,27.10555076599121,52.747074127197266,33.40962600708008,22.417461395263672,13.136306762695312,39.432151794433594,27.724706649780273,18.722003936767578,26.691347122192383,16.29522132873535,16.583377838134766,5.692269325256348,13.172146797180176,11.47640323638916,18.229970932006836
2000-05-27,926.9417114257812,18.24597930908203,261.2167053222656,41.429443359375,136.9598846435547,31.008739471435547,53.671905517578125,38.134212493896484,21.368135452270508,12.654799461364746,36.586544036865234,25.633169174194336,20.20757293701172,31.944955825805664,15.730978965759277,16.020166397094727,6.009431838989258,13.665901184082031,12.55232048034668,17.52455711364746
2000-06-03,919.0430908203125,18.537364959716797,250.92491149902344,41.429443359375,129.49520874023438,27.864511489868164,59.036006927490234,36.10938262939453,21.90869140625,12.594606399536133,38.118804931640625,26.082597732543945,20.96940040588379,32.94092559814453,16.611196517944336,14.267967224121094,6.426753997802734,13.74553108215332,11.47640323638916,17.52455711364746
2000-06-10,922.4627075195312,19.052919387817383,245.77880859375,43.64169692993164,132.7407989501953,28.804170608520508,55.8607177734375,35.82520294189453,22.78313446044922,13.362029075622559,42.49668502807617,26.502538681030273,22.11214828491211,32.61723709106445,17.31083869934082,13.892486572265625,6.309905052185059,14.032232284545898,11.44984245300293,18.672578811645508
2000-06-17,920.0201416015625,19.321897506713867,242.59323120117188,40.3032112121582,129.49520874023438,27.780248641967773,55.1824951171875,38.187496185302734,22.83082389831543,13.978973388671875,42.68429946899414,27.10910415649414,23.67390251159668,31.67107582092285,16.56605339050293,13.751692771911621,6.485177040100098,14.621559143066406,11.435747146606445,18.395946502685547
2000-06-24,918.553955078125,20.890966415405273,236.22219848632812,40.906558990478516,137.60899353027344,28.901580810546875,54.041831970214844,37.99211883544922,25.91522216796875,13.873309135437012,49.97037124633789,28.602209091186523,24.378597259521484,33.48868179321289,17.333417892456055,14.205385208129883,5.875888824462891,12.949153900146484,12.260185241699219,17.372406005859375
2000-07-01,951.7785034179688,20.801298141479492,255.5804901123047,42.07301712036133,133.22756958007812,32.120914459228516,51.82221221923828,39.590667724609375,25.37466049194336,14.190326690673828,50.533226013183594,27.762348175048828,24.98806381225586,30.226961135864258,16.543485641479492,13.736047744750977,5.967704772949219,14.1118745803833,13.097926139831543,17.37586784362793
2000-07-08,937.12109375,19.764379501342773,266.60748291015625,43.92324447631836,134.067626953125,32.663475036621094,51.267303466796875,41.686546325683594,23.355504989624023,13.918597221374512,47.281089782714844,25.102750778198242,24.0548152923584,30.326560974121094,16.27264404296875,14.017653465270996,6.1043829917907715,12.721969604492188,12.659106254577637,17.164941787719727
2000-07-15,923.9287109375,18.03106689453125,277.8796081542969,43.842796325683594,140.90121459960938,33.061370849609375,56.600582122802734,39.27095031738281,23.4667911529541,14.699816703796387,48.96968078613281,23.796287536621094,22.03596305847168,30.05266761779785,16.56605339050293,14.799890518188477,5.7848687171936035,12.336455345153809,12.69899845123291,17.068113327026367
2000-07-22,1003.0806274414062,18.09859275817871,269.3030700683594,40.423866271972656,132.60325622558594,30.493152618408203,55.151695251464844,36.69551467895508,23.824512481689453,15.141377449035645,51.15860366821289,27.16744041442871,21.23604965209961,28.832624435424805,15.843831062316895,14.905092239379883,5.7176055908203125,12.079444885253906,12.486237525939941,17.70437240600586
2000-07-29,1039.2364501953125,18.86396598815918,288.1714172363281,42.19367218017578,138.94874572753906,31.252771377563477,57.15549087524414,35.558780670166016,24.56380844116211,15.005510330200195,53.7227897644043,27.552371978759766,21.06463623046875,32.49272918701172,16.43062973022461,14.448648452758789,5.910994529724121,12.06337833404541,11.2628812789917,18.081287384033203
2000-08-05,1015.7844848632812,18.35184669494629,284.7515563964844,41.38920593261719,147.24659729003906,32.37411880493164,59.498451232910156,36.28071212768555,24.889747619628906,15.035706520080566,38.52531433105469,27.02745819091797,22.074060440063477,32.31845474243164,15.482722282409668,14.668993949890137,5.726012706756592,10.665888786315918,11.09001636505127,18.008657455444336
2000-08-12,1019.4487915039062,18.368730545043945,293.9648132324219,40.86632537841797,146.2704620361328,29.733543395996094,59.47243118286133,40.11843490600586,24.528030395507812,14.567734718322754,38.40462112426758,26.875808715820312,21.63601303100586,32.39313888549805,15.43757438659668,15.865189552307129,5.2887864112854,10.90683650970459,10.824067115783691,18.451143264770508
2000-08-19,991.5994262695312,20.327157974243164,298.5101318359375,42.153446197509766,154.24285888671875,29.22713851928711,63.70063018798828,41.46874237060547,24.357986450195312,13.526089668273926,37.933982849121094,27.22575569152832,21.5217227935791,33.712764739990234,15.855229377746582,15.802224159240723,5.541031837463379,11.083531379699707,10.744281768798828,18.454620361328125
2000-08-26,1037.77099609375,19.179107666015625,301.3764953613281,44.12434768676758,152.29042053222656,28.10579490661621,65.98445892333984,42.03730392456055,23.640167236328125,13.10340404510498,36.490665435791016,25.825984954833984,21.388410568237305,36.899784088134766,15.617745399475098,15.455964088439941,5.776463031768799,11.324481964111328,10.371960639953613,18.357269287109375
2000-09-02,1041.8828125,18.605085372924805,296.1350402832031,41.10765075683594,155.86996459960938,30.66236686706543,63.94750213623047,37.1690673828125,24.110729217529297,13.17888355255127,34.81203842163086,25.328716278076172,21.12176513671875,34.484622955322266,14.656487464904785,15.97535514831543,6.062345027923584,11.388728141784668,11.09001636505127,18.579788208007812
2000-09-09,1058.7464599609375,19.24665069580078,288.6006774902344,40.38365936279297,147.73480224609375,31.422603607177734,61.72539520263672,32.700592041015625,24.246320724487305,12.273124694824219,36.61615753173828,25.199783325195312,19.56001091003418,31.198015213012695,14.92789363861084,15.739269256591797,5.953033447265625,11.43691635131836,11.063423156738281,19.581092834472656
2000-09-16,1072.677001953125,20.912445068359375,276.4801025390625,38.814964294433594,149.19903564453125,32.400028228759766,61.16986846923828,27.254961013793945,24.469640731811523,12.81201171875,40.91472625732422,27.4501953125,19.274330139160156,32.162803649902344,16.036174774169922,16.08553123474121,6.449124336242676,11.163844108581543,10.756233215332031,19.247329711914062
2000-09-23,1122.53515625,20.709836959838867,283.3592834472656,35.556915283203125,150.50064086914062,30.66236686706543,55.614593505859375,23.63043212890625,23.975154876708984,13.357190132141113,40.72647476196289,27.919004440307617,18.37918472290039,31.372295379638672,16.256710052490234,16.872501373291016,6.709775924682617,12.448887825012207,10.250373840332031,19.827938079833984
2000-09-30,1098.33935546875,20.259628295898438,280.4111022949219,36.16025924682617,155.09107971191406,29.576358795166016,57.28117752075195,22.7065372467041,23.560405731201172,14.159836769104004,41.63639831542969,28.528507232666016,16.931692123413086,26.940326690673828,16.14927101135254,18.619552612304688,7.172229766845703,12.946847915649414,9.691262245178223,19.900949478149414
2000-10-07,1087.3416748046875,21.16156578063965,261.0836181640625,36.07981491088867,148.7309112548828,21.03287124633789,53.85538864135742,22.955272674560547,24.45370864868164,13.856945991516113,43.675846099853516,28.575389862060547,16.379377365112305,28.38445281982422,15.425495147705078,18.289037704467773,6.78751802444458,12.044733047485352,9.58476734161377,20.137374877929688
2000-10-14,1115.2030029296875,21.998088836669922,266.980224609375,36.88426971435547,136.0104522705078,22.842931747436523,46.7878532409668,24.483264923095703,23.448749542236328,13.281475067138672,43.3620719909668,30.70857810974121,19.86474609375,28.085676193237305,15.696914672851562,18.351987838745117,6.872151851654053,12.546597480773926,9.917570114135742,19.678438186645508
2000-10-21,1110.803955078125,22.065908432006836,263.3768615722656,32.620643615722656,136.33670043945312,22.80672264099121,46.2631950378418,26.366575241088867,23.672082901000977,14.280994415283203,43.92687225341797,33.005855560302734,20.6265811920166,27.239112854003906,15.968324661254883,19.467988967895508,7.62537956237793,13.744597434997559,9.212024688720703,19.483741760253906
2000-10-28,1113.73681640625,22.405044555664062,282.7041320800781,36.52227020263672,139.10906982421875,23.892763137817383,49.442012786865234,26.117849349975586,23.400890350341797,14.37185287475586,44.20924758911133,32.95896911621094,20.797988891601562,24.151683807373047,15.787382125854492,17.269731521606445,7.7438645362854,14.764513969421387,10.090628623962402,19.46984100341797
2000-11-04,1175.3258056640625,23.241559982299805,270.6615905761719,32.218441009521484,140.57672119140625,20.996662139892578,45.9236946105957,21.04543113708496,24.102754592895508,14.99277400970459,45.43293762207031,34.31858825683594,20.531347274780273,20.267494201660156,15.968324661254883,18.123729705810547,7.7353973388671875,14.61881160736084,9.305209159851074,19.928770065307617
2000-11-11,1141.5982666015625,23.512853622436523,268.6086730957031,33.9479866027832,135.35812377929688,22.480913162231445,50.40111541748047,23.60501480102539,24.278226852416992,14.886761665344238,44.899532318115234,33.19338607788086,21.04558753967285,22.95655059814453,15.561196327209473,19.167499542236328,7.583061695098877,13.437005043029785,10.343554496765137,20.193628311157227
2000-11-18,1089.5413818359375,24.417190551757812,248.65383911132812,33.90777587890625,128.8349151611328,21.720691680908203,49.412227630615234,24.991439819335938,24.344980239868164,14.29613208770752,42.70034408569336,33.545013427734375,21.31223487854004,19.221755981445312,15.344663619995117,18.62979507446289,7.684622287750244,13.663661003112793,9.624702453613281,21.115957260131836
2000-11-25,1143.06494140625,24.507631301879883,257.1942443847656,31.212860107421875,133.07501220703125,22.553321838378906,47.279991149902344,19.41014289855957,25.033241271972656,15.068489074707031,45.34354782104492,33.99042510986328,17.25547981262207,21.064245223999023,15.775312423706055,18.708879470825195,7.066806793212891,14.521688461303711,10.902670860290527,19.858226776123047
2000-12-02,1216.8658447265625,24.6658992767334,270.6615905761719,33.70667266845703,144.00149536132812,27.396350860595703,47.959869384765625,19.339035034179688,24.681108474731445,14.792072296142578,46.60222244262695,33.59189987182617,16.588871002197266,23.95249366760254,15.775312423706055,18.02882957458496,6.99909782409668,14.554060935974121,11.594902038574219,19.788352966308594
2000-12-09,1123.7119140625,24.6658992767334,252.5955352783203,31.001693725585938,129.97650146484375,24.316078186035156,43.41725158691406,18.450294494628906,25.241321563720703,13.00001049041748,44.93449020385742,34.025169372558594,14.989032745361328,22.75736427307129,16.477949142456055,18.060461044311523,7.269920825958252,14.327411651611328,10.623115539550781,18.81011199951172
2000-12-16,1136.1817626953125,24.733718872070312,263.10662841796875,26.707914352416992,127.53024291992188,24.134872436523438,44.00440216064453,18.734697341918945,25.993587493896484,14.30607795715332,44.1478271484375,34.072261810302734,14.151016235351562,25.396617889404297,16.09263038635254,18.661434173583984,6.212016582489014,12.465655326843262,11.182223320007324,19.411039352416992
2000-12-23,1156.719482421875,26.74588394165039,268.3622741699219,24.616329193115234,125.083984375,26.490400314331055,42.02667999267578,17.099409103393555,26.905933380126953,14.807256698608398,46.85396957397461,35.24876403808594,13.217771530151367,23.15573501586914,16.681936264038086,19.84754180908203,6.465913772583008,12.983710289001465,11.329509735107422,19.438982009887695
